125415706	0.0570096
125415707	0.0584595
125415708	0.060715
125415709	0.0626483
125415710	0.0678038
125415711	0.0658705
125415712	0.0661927
125415713	0.0661927
125415714	0.0678038
125415715	0.0674815
125415716	0.0719926
125415717	0.0734425
125415718	0.0748925
125415719	0.075698
125415720	0.0781146
125415721	0.0769869
125415722	0.0792424
125415723	0.0808535
125415724	0.0819812
125415725	0.0798868
125415726	0.0852034
125415727	0.0848812
125415728	0.0856867
125415729	0.0882644
125415730	0.0918088
125415731	0.0914866
125415732	0.0926143
125415733	0.0939032
125415734	0.0934199
125415735	0.0916477
125415736	0.0971253
125415737	0.0987364
125415738	0.0997031
125415739	0.101314
125415740	0.10357
125415741	0.103086
125415742	0.10212
125415743	0.104859
125415744	0.106631
125415745	0.106792
125415746	0.109047
125415747	0.111303
125415748	0.110497
125415749	0.110819
125415750	0.113558
125415751	0.114364
125415752	0.116297
125415753	0.117586
125415754	0.119197
125415755	0.11678
125415756	0.118392
125415757	0.120486
125415758	0.12258
125415759	0.124191
125415760	0.12548
125415761	0.130152
125415762	0.126769
125415763	0.12548
125415764	0.128219
125415765	0.129991
125415766	0.12838
125415767	0.133858
125415768	0.134825
125415769	0.134825
125415770	0.13418
125415771	0.138369
125415772	0.138208
125415773	0.139497
125415774	0.140786
125415775	0.14143
125415776	0.13998
125415777	0.141591
125415778	0.143041
125415779	0.14578
125415780	0.146585
125415781	0.15013
125415782	0.149969
125415783	0.15013
125415784	0.149002
125415785	0.15013
125415786	0.150774
125415787	0.154963
125415788	0.156413
125415789	0.156735
125415790	0.157863
125415791	0.156896
125415792	0.158185
125415793	0.160118
125415794	0.161246
125415795	0.162535
125415796	0.162052
125415797	0.164629
125415798	0.164146
125415799	0.164791
125415800	0.167207
125415801	0.168818
125415802	0.172363
125415803	0.171396
125415804	0.17204
125415805	0.171235
125415806	0.171396
125415807	0.173813
125415808	0.175263
125415809	0.177357
125415810	0.17784
125415811	0.179935
125415812	0.179774
125415813	0.178646
125415814	0.179774
125415815	0.182029
125415816	0.18219
125415817	0.183801
125415818	0.185735
125415819	0.184446
125415820	0.184607
125415821	0.187507
125415822	0.191696
125415823	0.192018
125415824	0.191857
125415825	0.191857
125415826	0.19089
125415827	0.191373
125415828	0.193629
125415829	0.195723
125415830	0.196529
125415831	0.197979
125415832	0.202329
125415833	0.198301
125415834	0.198301
125415835	0.200556
125415836	0.20104
125415837	0.202168
125415838	0.204101
125415839	0.205873
125415840	0.204745
125415841	0.204584
125415842	0.209095
125415843	0.207323
125415844	0.209417
125415845	0.210706
125415846	0.21119
125415847	0.210384
125415848	0.210384
125415849	0.212962
125415850	0.212962
125415851	0.21554
125415852	0.218117
125415853	0.217795
125415854	0.217473
125415855	0.217312
125415856	0.217795
125415857	0.217151
125415858	0.221178
125415859	0.221984
125415860	0.223917
125415861	0.223756
125415862	0.224078
125415863	0.225045
125415864	0.225689
125415865	0.226656
125415866	0.227461
125415867	0.226978
125415868	0.229395
125415869	0.228106
125415870	0.229395
125415871	0.231811
125415872	0.234228
125415873	0.234228
125415874	0.235195
125415875	0.235195
125415876	0.233745
125415877	0.2331
125415878	0.238417
125415879	0.238417
125415880	0.240833
125415881	0.240833
125415882	0.242445
125415883	0.241317
125415884	0.241478
125415885	0.243089
125415886	0.243894
125415887	0.244056
125415888	0.245989
125415889	0.246472
125415890	0.245344
125415891	0.246311
125415892	0.248567
125415893	0.250339
125415894	0.250339
125415895	0.250339
125415896	0.252111
125415897	0.250178
125415898	0.2505
125415899	0.25195
125415900	0.253239
125415901	0.253561
125415902	0.254205
125415903	0.256622
125415904	0.254044
125415905	0.253078
125415906	0.253722
125415907	0.254044
125415908	0.251144
125415909	0.25485
125415910	0.255172
125415911	0.255978
125415912	0.254689
125415913	0.258878
125415914	0.255978
125415915	0.257266
125415916	0.257589
125415917	0.257589
125415918	0.257105
125415919	0.256622
125415920	0.257911
125415921	0.256622
125415922	0.258555
125415923	0.260166
125415924	0.260005
125415925	0.259683
125415926	0.258394
125415927	0.258555
125415928	0.256944
125415929	0.260005
125415930	0.26065
125415931	0.261133
125415932	0.261777
125415933	0.2621
125415934	0.260489
125415935	0.261294
125415936	0.261939
125415937	0.262261
125415938	0.260005
125415939	0.263066
125415940	0.261777
125415941	0.261455
125415942	0.262744
125415943	0.264033
125415944	0.264677
125415945	0.264677
125415946	0.264516
125415947	0.26355
125415948	0.260811
125415949	0.264355
125415950	0.264355
125415951	0.265
125415952	0.265322
125415953	0.267255
125415954	0.265644
125415955	0.264677
125415956	0.266127
125415957	0.266288
125415958	0.265483
125415959	0.266933
125415960	0.267738
125415961	0.267094
125415962	0.265966
125415963	0.268061
125415964	0.271122
125415965	0.267738
125415966	0.268544
125415967	0.269511
125415968	0.267416
125415969	0.267416
125415970	0.268383
125415971	0.26935
125415972	0.269994
125415973	0.271283
125415974	0.270477
125415975	0.269994
125415976	0.269027
125415977	0.270316
125415978	0.269672
125415979	0.271122
125415980	0.271766
125415981	0.272572
125415982	0.270477
125415983	0.270638
125415984	0.274666
125415985	0.272411
125415986	0.272572
125415987	0.273861
125415988	0.272733
125415989	0.273699
125415990	0.272249
125415991	0.272894
125415992	0.273699
125415993	0.274827
125415994	0.274988
125415995	0.274827
125415996	0.274988
125415997	0.273055
125415998	0.272088
125415999	0.274988
125416000	0.274988
125416001	0.276277
125416002	0.277083
125416003	0.277405
125416004	0.277888
125416005	0.275311
125416006	0.276438
125416007	0.27676
125416008	0.276922
125416009	0.274666
125416010	0.277727
125416011	0.277244
125416012	0.276116
125416013	0.277888
125416014	0.278533
125416015	0.279016
125416016	0.279983
125416017	0.279177
125416018	0.27821
125416019	0.275149
125416020	0.279338
125416021	0.280466
125416022	0.280949
125416023	0.280788
125416024	0.28256
125416025	0.279983
125416026	0.27966
125416027	0.281271
125416028	0.281594
125416029	0.279177
125416030	0.282399
125416031	0.283044
125416032	0.282399
125416033	0.281594
125416034	0.284171
125416035	0.282883
125416036	0.284333
125416037	0.284494
125416038	0.284494
125416039	0.280627
125416040	0.28256
125416041	0.28401
125416042	0.285783
125416043	0.285944
125416044	0.286749
125416045	0.288521
125416046	0.286266
125416047	0.284816
125416048	0.285299
125416049	0.285299
125416050	0.287071
125416051	0.287555
125416052	0.289005
125416053	0.287555
125416054	0.287716
125416055	0.288199
125416056	0.288521
125416057	0.288844
125416058	0.289488
125416059	0.287877
125416060	0.289649
125416061	0.28836
125416062	0.289488
125416063	0.29126
125416064	0.291744
125416065	0.294966
125416066	0.292388
125416067	0.291582
125416068	0.289971
125416069	0.289649
125416070	0.292388
125416071	0.292549
125416072	0.293999
125416073	0.294805
125416074	0.295449
125416075	0.294643
125416076	0.293516
125416077	0.294321
125416078	0.295288
125416079	0.294643
125416080	0.296416
125416081	0.296738
125416082	0.295771
125416083	0.296738
125416084	0.297221
125416085	0.302216
125416086	0.298349
125416087	0.298832
125416088	0.298832
125416089	0.297221
125416090	0.294966
125416091	0.299316
125416092	0.300121
125416093	0.300766
125416094	0.301571
125416095	0.30431
125416096	0.300604
125416097	0.300604
125416098	0.302216
125416099	0.302216
125416100	0.300927
125416101	0.303827
125416102	0.304149
125416103	0.302216
125416104	0.302216
125416105	0.303343
125416106	0.30576
125416107	0.30286
125416108	0.303021
125416109	0.303182
125416110	0.300282
125416111	0.300927
125416112	0.301088
125416113	0.301571
125416114	0.30141
125416115	0.302377
125416116	0.302699
125416117	0.301088
125416118	0.300282
125416119	0.300604
125416120	0.299638
125416121	0.302216
125416122	0.301732
125416123	0.302054
125416124	0.300927
125416125	0.300443
125416126	0.303182
125416127	0.301249
125416128	0.301088
125416129	0.301571
125416130	0.298993
125416131	0.301732
125416132	0.299477
125416133	0.29996
125416134	0.301088
125416135	0.301571
125416136	0.304471
125416137	0.301732
125416138	0.301249
125416139	0.299799
125416140	0.299154
125416141	0.300604
125416142	0.301249
125416143	0.301732
125416144	0.302216
125416145	0.301893
125416146	0.303827
125416147	0.300766
125416148	0.301249
125416149	0.30141
125416150	0.30141
125416151	0.303021
125416152	0.302699
125416153	0.301249
125416154	0.301088
125416155	0.30286
